name,uen,address,tel,fax,contractor_type,trade_type,workhead,workhead_title,grade,detail_url
STA TEAMS PTE. LTD.,202243919Z,2 KALLANG AVENU #08-16 CT HUB SINGAPORE 339407,97588665,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202243919Z
STANDARD ENGINEERING PTE LTD,201630355C,1 KAKI BUKIT ROAD 1 #02-31 ENTERPRISE ONE SINGAPORE 415934,64438098,64438098,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201630355C
STAR AIR CONDITIONING & ELECTRICAL ENGINEERING PTE. LTD.,201108318C,412 BEDOK NORTH AVENUE 2 #07-114 SINGAPORE 460412,62450630,62450310,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201108318C
STAR CONSTRUCTION PTE LTD,202446955D,56 DUNLOP STREET #01-56 SINGAPORE 209386,83332205,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202446955D
STAR ELECTRICAL ENGINEERING PTE. LTD.,200515243H,3015 UBI ROAD 1 #04-200 KAMPONG UBI INDUSTRIAL ESTATE SINGAPORE 408704,67461609,67461501,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200515243H
STAR INN ENGINEERING PTE. LTD.,201330884K,121 DESKER ROAD #02-01 PHILIP HOTEL SINGAPORE 209640,62919158,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201330884K
STAR RECYCLING PTE. LTD.,202124646W,18 SENANG CRESCENT SINGAPORE 416591,83332205,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202124646W
STARCOOLING AIR-CON & ELECTRIC PTE LTD,201431828W,358A UBI ROAD 3 #04-148 SINGAPORE 401358,86605401,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201431828W
STARDELTA ENGINEERING SERVICES PTE LTD,202245702N,21 TAN QUEE LAN STREET #02-04 HERITAGE PLACE SINGAPORE 188108,97153649,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202245702N
STARLIGHT ELECTRICAL PTE. LTD.,201406402R,2 YISHUN INDUSTRIAL STREET 1 #02-12 NORTH POINT BIZHUB SINGAPORE 768159,82221460,82221460,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201406402R
STARPOINT@ELECTRICAL ENGINEERING,53174363B,"21 WOODLANDS INDUSTRIAL PARK E1, ADMIRALTY INDUSTRIAL #02-01 SINGAPORE 757720",91990529,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=53174363B
STARRIO M&E PTE. LTD.,201609243E,39 WOODLANDS CLOSE #08-70 MEGA@WOOLANDS SINGAPORE 737856,67535579,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201609243E
STARTRACKS ENGINEERING PTE. LTD.,201206587Z,336 SMITH STREET #04-300 NEW BRIDGE CENTRE SINGAPORE 050336,93899281,69968372,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201206587Z
STARWISH PTE. LTD.,202318933K,1 NORTH BRIDGE ROAD #19-09 HIGH STREET CENTRE SINGAPORE 179094,91189795,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202318933K
STELLAR INDUSTRIES PTE LTD,202242365R,51 KAKI BUKIT ROAD 2 KAKI BUKIT WAREHOUSE COMPLEX SINGAPORE 417863,91145373,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202242365R
STIE PTE. LTD.,200000949W,9 EUNOS AVENUE 8A #02-00 EUNOS INDUSTRIAL ESTATE SINGAPORE 409461,67461020,67415088,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200000949W
STK INTEGRATED PTE.LTD.,202331323M,156 MACPHERSON ROAD #06-01 PSL INDUSTRIAL BUILDING SINGAPORE 348528,68760173,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202331323M
STL ELECTRICAL CONTRACTOR,52937308D,33 TEBAN GARDENS ROAD #04-270 SINGAPORE 600033,94233744,64029650,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=52937308D
STLAKS CONSTRUCTION & LANDSCAPING PTE LTD,202430018W,21 TOH GUAN ROAD EAST #06-04 TOH GUAN CENTRE SINGAPORE 608609,97805674,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202430018W
STMS ELECTRICAL ENGINEERING PTE.LTD.,202408973G,62 LORONG 20 GEYLANG SINGAPORE 398765,83815512,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202408973G
STR GLOBAL ENGINEERING PTE. LTD.,201109796R,11 SAM LEONG ROAD #01-12 TRIO SINGAPORE 207903,83606124,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201109796R
STRENGTH PTE. LTD.,200506295M,67 UBI ROAD 1 #09-07 OXLEY BIZHUB SINGAPORE 408730,67422165,67422578,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200506295M
STRIVE ENGINEERING PTE LTD,199508950G,485 485 YIO CHU KANG ROAD #03-08 SINGAPORE 787058,96921296,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199508950G
STROM SYNERGY PTE. LTD,201208870G,1 IRVING PLACE #05-08 THE COMMERZE@IRVING SINGAPORE 369546,67496638,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201208870G
STRONGLY LIGHTING PTE LTD,199308502Z,35 TANNERY ROAD #03-05 RUBY INDUSTRIALCOMPLEX SINGAPORE 347740,62922302,62981198,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199308502Z
SUCAN PTE. LTD.,202418620E,237 ALEXANDRA ROAD #03-15 THE ALEXCIER SINGAPORE 159929,81250070,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202418620E
SUCCESS SKILL & CONSTRUCTION PTE. LTD.,202441763D,616 BEDOK RESERVOIR ROAD 06-1096 SINGAPORE 470616,82082980,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202441763D
SUCCESS VISION ENGINEERING PTE LTD,202402348W,320 SERANGOON ROAD #10-09 CENTRIUM SQUARE SINGAPORE 218108,90284594,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202402348W
SUCCESSOR ELECTRICAL PTE LTD,202026563E,1 BUKIT BATOK CRESCENT #08-23 WCEGA PLAZA SINGAPORE 658064,69800770,69800770,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202026563E
SUMMIT ELECTRICAL ENGINEERIG PTE LTD,201324145R,3023 UBI ROAD 3 #05-04 SINGAPORE 408663,81117288,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201324145R
SUN DYNAMIC ENGINEERING PTE LTD,201401560D,"35 TANNERY ROAD, TANNERY BLOCK #04-07 RUBY INDUSTRIAL COMPLEX SINGAPORE 347740",84986023,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201401560D
SUN ELECTRICAL PLUMBING RENOVATION WORKS PTE. LTD.,201406500H,41 BRIGHT HILL DRIVE #19-07 THOMSON THREE SINGAPORE 573893,91397932,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201406500H
SUN HUA ELECTRICAL ENGINEERING PTE. LTD.,200412512K,5 SOON LEE STREET #03-27 PIONEER POINT SINGAPORE 627607,67773637,68723637,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200412512K
SUN MEC ENGINEERING SOLUTIONS (S) PTE LTD,201624102D,3 GUL DRIVE SINGAPORE 629455,62610203,62616163,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201624102D
SUN POWER ELECTRICAL PTE LTD,201334323R,22 TAGORE LANE SINDO INDUSTRIAL ESTATE SINGAPORE 787480,65703113,65709003,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201334323R
SUN POWER LEE ENGINEERING PTE LTD,201540850N,62 UBI ROAD 1 #11-08 OXLEY BIZHUB 2 SINGAPORE 408734,90273890,62547029,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201540850N
SUN SIONG ENGINEERING PTE LTD,202502743E,209 KALLANG BAHRU #03-03 STAMFORD PRESS CENTRE SINGAPORE 339344,91825328,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202502743E
SUN SOON ENGINEERING & TRADING PTE.LTD,201627227G,191A SYED ALWI ROAD SINGAPORE 207723,84172403,62917550,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201627227G
SUNBEAM M&E PTE. LTD.,201816340D,3 LITTLE ROAD #03-01 CRF BUILDING SINGAPORE 536982,62830683,63830689,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201816340D
SUNCORE ENGINEERING & CONSTRUCTION PTE LTD,202542806N,532 HOUGANG AVENUE 6 #10-311 SINGAPORE 530532,97932262,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202542806N
SUNLEY M&E ENGINEERING PTE LTD,201839103C,47 KALLANG PUDDING ROAD #12-01 THE CRESCENT@KALLANG SINGAPORE 349318,67487117,67487227,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201839103C
SUNLIGHT ELECTRICAL PTE LTD,198600407N,1 THIRD CHIN BEE ROAD SINGAPORE 618679,67419055,67415587,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198600407N
SUNLIGHT ENGINEERING & CONSTRUCTION PTE.LTD,202542036R,395 JALAN BESAR #03-01 SINGAPORE 209006,90896988,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202542036R
SUNMAN SOLUTION ENGINEERING PTE LTD,202002621E,4 DEFU SOUTH STREET 1 #04-14/15 DEFU INDUSTRIAL CITY SINGAPORE 533756,67170222,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202002621E
SUNMAS TECHNOLOGIES PTE LTD,202322265H,16 D ENTERPRISE ROAD ENTERPRISE 10 SINGAPORE 627653,63223414,63223414,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202322265H
SUNPOWER M&E PTE. LTD.,201011902K,21 WOODLANDS CLOSE #07-27 PRIMZ BIZHUB SINGAPORE 737854,84895698,64895698,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201011902K
SUNRAY WOODCRAFT CONSTRUCTION PTE LTD,198703016K,9 SUNGEI KADUT STREET 3 SUNRAY BUILDING SINGAPORE 729143,65662311,65653332,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198703016K
SUNRISE BUILDING SERVICES PTE.LTD.,201434848M,51 UBI AVENUE 1 #05-04 PAYA UBI INDUSTRIAL PARK SINGAPORE 408933,62030200,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201434848M
SUNRISE ENGINEERING & CONSTRUCTION PTE. LTD.,202034114Z,48 HILLVIEW TERRACE #03-07 HILLVIEW BUILDING SINGAPORE 669269,65243639,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202034114Z
SUNRISE MEP ENGINEERING AND CONSTRUCTION PTE LTD,202321730M,11 YISHUN INDUSTRIAL STREET 1 NORTH SPRING BIZ HUB SINGAPORE 768089,91873757,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202321730M
SUNSAI ENGINEERING PTE LTD,201617382E,290D BUKIT BATOK EAST AVE 3 15-366 SINGAPORE 651290,66983231,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201617382E
SUNSEA ENGINEERING PTE. LTD.,201623941D,10 BUROH STREET #08-44 WEST CONNECT BUILDING SINGAPORE 627564,98225251,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201623941D
SUNVIEW ENGINEERING PTE. LTD.,202205001H,18 BOONLAY WAY #04-146 TRADEHUB 21 SINGAPORE 609966,86064691,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202205001H
SUPERJET ENGINEERING PTE LTD,199904688W,3013 BEDOK INDUSTRIAL PARK E #01-2118 SINGAPORE 489979,64461402,64461320,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199904688W
SUPERSONIC AIR CONDITIONING & ELECTRICAL ENGINEERING PTE LTD,199003785K,10 ADMIRALTY STREET #04-08 NORTH LINK BUILDING SINGAPORE 757695,64822633,64815073,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199003785K
SUPPLY PUMPS AND SYSTEMS PTE. LTD.,201417185C,51 UBI AVENUE 1 #05-15 PAYA UBI INDUSTRIAL PARK SINGAPORE 408933,87815001,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201417185C
SUPREME ROVER PTE. LTD.,201302292M,31 BUKIT BATOK CRESCENT #02-105 THE SPLENDOUR SINGAPORE 658070,66381760,97438930,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201302292M
SURPASS ELECTRICAL PTE. LTD.,201331286C,1 BUKIT BATOK CRESCENT #05-21 WCEGA PLAZA SINGAPORE 658064,65926958,65926957,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201331286C
SUSEE SERVICE PTE. LTD.,202504545K,116 RACE COURSE ROAD #01-01 SINGAPORE 218580,97616748,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202504545K
SUZI ENGINEERING PTE LTD,201430587D,187 BOONLAY AVENUE #17-56 SINGAPORE 640187,93722486,66337739,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201430587D
SV CONTRACTORS PTE LTD,202407097H,7 MANDAI ESTATE #05-05 FOODFAB@MANDAI SINGAPORE 729904,92981274,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202407097H
SV EVENT SERVICE PTE LTD,202542744H,3016 BEDOK NORTH AVENUE 4 #06-01 EASTECH SINGAPORE 489947,98238634,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202542744H
SVN ELECTRICAL ENGINEERING PTE. LTD.,201627459R,362 UPPER PAYA LEBAR ROAD #05-02 DA JIN FACTORY BUILDING SINGAPORE 534963,97553921,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201627459R
SVP INTEGRATED ENGINEERING PTE LTD,201115145G,1 PEMIMPIN DRIVE #11-02 ONE PEMIMPIN SINGAPORE 576151,63396368,63396269,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201115145G
SVT CONSTRUCTION PTE. LTD.,201813694E,10 UBI CRESCENT #02-52 UBI TECHPARK SINGAPORE 408564,67491773,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201813694E
SWEE CHENG ENGINEERING PTE. LTD.,201902245D,4033 ANG MO KIO INDUSTRIAL PARK 1 #01-68 SINGAPORE 569640,64556682,64513477,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201902245D
SWEE LENG ELECTRICAL & AIRCONDITIONING PTE LTD,198802674Z,38 WOODLANDS INDUSTRIAL PARK E1 #06-14 SINGAPORE 757700,68920612,68925950,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=198802674Z
SWIA PTE. LTD.,201212688W,12 KRANJI WAY SAMWOH SMART HUB SINGAPORE 739454,62697288,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201212688W
SWIFT ELECTRIC PRIVATE LIMITED,202409202C,14 ROBINSON ROAD #08-01A FAR EAST FINANCE BUILDING SINGAPORE 048545,87666787,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202409202C
SWTS PTE. LTD.,197302068Z,10 GUL AVENUE SINGAPORE 629654,68614466,68610678,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=197302068Z
SYE SOLUTION PTE LTD,202400630H,644 ANG MO KIO AVE 4 #02-854 SINGAPORE 560644,84002824,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202400630H
SYH PLUMBER & ELECTRICAL (PTE.) LTD.,201407832H,234 SIMS AVENUE SINGAPORE 387510,93726058,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201407832H
SYMBUILD ENGINEERING PTE LTD,199606413G,55 SERANGOON NORTH AVENUE 4 #09-07 S9 SINGAPORE 555859,62502556,62502557,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199606413G
SYNCWORKS PTE. LTD.,201625177D,8 KAKI BUKIT AVENUE 4 #06-37 PREMIER @ KAKI BUKIT SINGAPORE 415875,91684696,63847055,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201625177D
SYNERGY AVL PTE. LTD.,200713252E,53 UBI AVENUE 1 #02-45 PAYA UBI INDUSTRIAL PARK SINGAPORE 408934,62970477,62975800,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200713252E
SYNERGY BUILDING SERVICES PTE. LTD.,200910536E,31 BUKIT BATOK CRESCENT #01-40 THE SPLENDOUR SINGAPORE 658070,62515228,62622918,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200910536E
SYNERGY ELECTRICAL PTE. LTD.,201800285W,345 BUKIT BATOK STREET 34 #06-274 SINGAPORE 650345,98763111,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201800285W
SYNERGY M&E SERVICES PTE. LTD.,201202486H,51 UBI AVENUE 1 #05-04 PAYA UBI INDUSTRIAL PARK SINGAPORE 408933,62039548,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201202486H
SYNGES ELECTRICAL ENGINEERING PTE LTD,199900579R,18 SIN MING LANE #08-14 MIDVIEW CITY SINGAPORE 573960,65701710,65701741,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=199900579R
SYNTECH CONSTRUCTION & ENGINEERING PTE. LTD.,200906042C,228 WOODLANDS INDUSTRIAL PARK E5 WOODLANDS BIZHUB SINGAPORE 757296,63621718,63682982,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200906042C
SYNTECH ENTERPRISE PTE LTD,201408647D,11 YISHUN INDUSTRIAL STREET 1 #07-91 NORTH SPRING BIZHUB SINGAPORE 768089,64810566,64824662,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=201408647D
SYNTES PTE. LTD.,200904911K,101 WOODLAND AVE 12 #03-08 POLARIS@WOODLAND SINGAPORE 737719,63416269,63416261,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200904911K
SYSPEX TECHNOLOGIES PTE LTD,200416964Z,15 JOO KOON ROAD SINGAPORE 628976,68639119,68639113,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200416964Z
SYSTEM CONSTRUCTION PTE LTD,202039473K,6001 BEACH ROAD #22-03 GOLDEN MILE TOWER SINGAPORE 199589,63362483,63362483,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202039473K
SYSTEM TECHNIC ENGINEERING PTE. LTD.,200500254M,37 JALAN PEMIMPIN #04-15 MAPEX SINGAPORE 577177,63534788,63534788,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=200500254M
SYSTEMS ENGINEERING PTE LTD,202444046W,297B COMPASSVALE STREET #12-08 COMPASSVALE GREEN SINGAPORE 542297,66897644,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202444046W
T & A ELECTRICAL & WIRING SERVICES,46231500B,7 GAMBAS CRESCENT #07-26 ARK @ GAMBAS SINGAPORE 757087,96205582,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=46231500B
T & J ELECTRICAL SERVICES,53473638J,60 PAYA LEBAR ROAD #06-28 PAYA LEBAR SQUARE SINGAPORE 409051,89181917,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=53473638J
T & K ELECTRICAL SERVICES PTE. LTD.,202115590Z,377 BUKIT BATOK STREET 31 #16-02 BUKIT GOMBAK VISTA SINGAPORE 650377,81286407,,registered-contractors,mechanical-electrical,ME05,Electrical Engineering,All,https://www.bca.gov.sg/eBACS/BCA_DIRECTORY/Company/CompanyDetails?uenNo=202115590Z
